id,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,prefarea,parking,area_per_bedroom,bathroom_to_bedroom_ratio,luxury_indicator,furnishingstatus_semi-furnished,furnishingstatus_unfurnished
536,2100000.0,3360,2,1.0,1,1,0,0,0,0,0,1,1680.0,0.5,0,False,True
537,1960000.0,3420,5,1.0,2,0,0,0,0,0,0,0,684.0,0.2,0,False,True
538,1890000.0,1700,3,1.0,2,1,0,0,0,0,0,0,566.6666666666666,0.3333333333333333,0,False,True
539,1890000.0,3649,2,1.0,1,1,0,0,0,0,0,0,1824.5,0.5,0,False,True
540,1855000.0,2990,2,1.0,1,0,0,0,0,0,0,1,1495.0,0.5,0,False,True
541,1820000.0,3000,2,1.0,1,1,0,1,0,0,0,2,1500.0,0.5,0,False,True
542,1767150.0,2400,3,1.0,1,0,0,0,0,0,0,0,800.0,0.3333333333333333,0,True,False
543,1750000.0,3620,2,1.0,1,1,0,0,0,0,0,0,1810.0,0.5,0,False,True
544,1750000.0,2910,3,1.0,1,0,0,0,0,0,0,0,970.0,0.3333333333333333,0,False,False
545,1750000.0,3850,3,1.0,2,1,0,0,0,0,0,0,1283.3333333333333,0.3333333333333333,0,False,True
